Comunidades Autónomas;Conceptos demográficos en el trimestre actual;Conceptos demográficos en el trimestre anterior;Periodo;Total
16 País Vasco;Reactivaciones;Altas;2021T4;""
16 País Vasco;Reactivaciones;Altas;2021T3;""
16 País Vasco;Reactivaciones;Altas;2021T2;""
16 País Vasco;Reactivaciones;Altas;2021T1;""
16 País Vasco;Reactivaciones;Altas;2020T4;""
16 País Vasco;Reactivaciones;Altas;2020T3;""
16 País Vasco;Reactivaciones;Altas;2020T2;""
16 País Vasco;Reactivaciones;Altas;2020T1;""
16 País Vasco;Reactivaciones;Permanencias;2022T4;""
16 País Vasco;Reactivaciones;Permanencias;2022T3;""
16 País Vasco;Reactivaciones;Permanencias;2022T2;""
16 País Vasco;Reactivaciones;Permanencias;2022T1;""
16 País Vasco;Reactivaciones;Permanencias;2021T4;""
16 País Vasco;Reactivaciones;Permanencias;2021T3;""
16 País Vasco;Reactivaciones;Permanencias;2021T2;""
16 País Vasco;Reactivaciones;Permanencias;2021T1;""
16 País Vasco;Reactivaciones;Permanencias;2020T4;""
16 País Vasco;Reactivaciones;Permanencias;2020T3;""
16 País Vasco;Reactivaciones;Permanencias;2020T2;""
16 País Vasco;Reactivaciones;Permanencias;2020T1;""
16 País Vasco;Reactivaciones;Reactivaciones;2022T4;""
16 País Vasco;Reactivaciones;Reactivaciones;2022T3;""
16 País Vasco;Reactivaciones;Reactivaciones;2022T2;""
16 País Vasco;Reactivaciones;Reactivaciones;2022T1;""
16 País Vasco;Reactivaciones;Reactivaciones;2021T4;""
16 País Vasco;Reactivaciones;Reactivaciones;2021T3;""
16 País Vasco;Reactivaciones;Reactivaciones;2021T2;""
16 País Vasco;Reactivaciones;Reactivaciones;2021T1;""
16 País Vasco;Reactivaciones;Reactivaciones;2020T4;""
16 País Vasco;Reactivaciones;Reactivaciones;2020T3;""
16 País Vasco;Reactivaciones;Reactivaciones;2020T2;""
16 País Vasco;Reactivaciones;Reactivaciones;2020T1;""
16 País Vasco;Reactivaciones;Bajas;2022T4;368
16 País Vasco;Reactivaciones;Bajas;2022T3;452
16 País Vasco;Reactivaciones;Bajas;2022T2;290
16 País Vasco;Reactivaciones;Bajas;2022T1;330
16 País Vasco;Reactivaciones;Bajas;2021T4;335
16 País Vasco;Reactivaciones;Bajas;2021T3;408
16 País Vasco;Reactivaciones;Bajas;2021T2;239
16 País Vasco;Reactivaciones;Bajas;2021T1;325
16 País Vasco;Reactivaciones;Bajas;2020T4;308
16 País Vasco;Reactivaciones;Bajas;2020T3;343
16 País Vasco;Reactivaciones;Bajas;2020T2;696
16 País Vasco;Reactivaciones;Bajas;2020T1;""
16 País Vasco;Bajas;No detectadas;2022T4;""
16 País Vasco;Bajas;No detectadas;2022T3;""
16 País Vasco;Bajas;No detectadas;2022T2;""
16 País Vasco;Bajas;No detectadas;2022T1;""
16 País Vasco;Bajas;No detectadas;2021T4;""
16 País Vasco;Bajas;No detectadas;2021T3;""
16 País Vasco;Bajas;No detectadas;2021T2;""
16 País Vasco;Bajas;No detectadas;2021T1;""
16 País Vasco;Bajas;No detectadas;2020T4;""
16 País Vasco;Bajas;No detectadas;2020T3;""
16 País Vasco;Bajas;No detectadas;2020T2;""
16 País Vasco;Bajas;No detectadas;2020T1;""
16 País Vasco;Bajas;Altas;2022T4;311
16 País Vasco;Bajas;Altas;2022T3;554
16 País Vasco;Bajas;Altas;2022T2;408
16 País Vasco;Bajas;Altas;2022T1;411
16 País Vasco;Bajas;Altas;2021T4;332
16 País Vasco;Bajas;Altas;2021T3;486
16 País Vasco;Bajas;Altas;2021T2;374
16 País Vasco;Bajas;Altas;2021T1;379
16 País Vasco;Bajas;Altas;2020T4;386
16 País Vasco;Bajas;Altas;2020T3;315
16 País Vasco;Bajas;Altas;2020T2;227
16 País Vasco;Bajas;Altas;2020T1;""
16 País Vasco;Bajas;Permanencias;2022T4;5.356
16 País Vasco;Bajas;Permanencias;2022T3;3.968
16 País Vasco;Bajas;Permanencias;2022T2;4.693
16 País Vasco;Bajas;Permanencias;2022T1;4.049
16 País Vasco;Bajas;Permanencias;2021T4;4.448
16 País Vasco;Bajas;Permanencias;2021T3;3.655
16 País Vasco;Bajas;Permanencias;2021T2;4.110
16 País Vasco;Bajas;Permanencias;2021T1;3.357
16 País Vasco;Bajas;Permanencias;2020T4;4.256
16 País Vasco;Bajas;Permanencias;2020T3;4.153
16 País Vasco;Bajas;Permanencias;2020T2;3.107
16 País Vasco;Bajas;Permanencias;2020T1;""
16 País Vasco;Bajas;Reactivaciones;2022T4;60
16 País Vasco;Bajas;Reactivaciones;2022T3;59
16 País Vasco;Bajas;Reactivaciones;2022T2;55
16 País Vasco;Bajas;Reactivaciones;2022T1;46
16 País Vasco;Bajas;Reactivaciones;2021T4;44
16 País Vasco;Bajas;Reactivaciones;2021T3;38
16 País Vasco;Bajas;Reactivaciones;2021T2;64
16 País Vasco;Bajas;Reactivaciones;2021T1;30
16 País Vasco;Bajas;Reactivaciones;2020T4;24
16 País Vasco;Bajas;Reactivaciones;2020T3;82
16 País Vasco;Bajas;Reactivaciones;2020T2;""
16 País Vasco;Bajas;Reactivaciones;2020T1;""
16 País Vasco;Bajas;Bajas;2022T4;""
16 País Vasco;Bajas;Bajas;2022T3;""
16 País Vasco;Bajas;Bajas;2022T2;""
16 País Vasco;Bajas;Bajas;2022T1;""
16 País Vasco;Bajas;Bajas;2021T4;""
16 País Vasco;Bajas;Bajas;2021T3;""
16 País Vasco;Bajas;Bajas;2021T2;""
16 País Vasco;Bajas;Bajas;2021T1;""
16 País Vasco;Bajas;Bajas;2020T4;""
16 País Vasco;Bajas;Bajas;2020T3;""
16 País Vasco;Bajas;Bajas;2020T2;""
16 País Vasco;Bajas;Bajas;2020T1;""
16 País Vasco;No detectadas;No detectadas;2022T4;""
16 País Vasco;No detectadas;No detectadas;2022T3;""
16 País Vasco;No detectadas;No detectadas;2022T2;""
16 País Vasco;No detectadas;No detectadas;2022T1;""
16 País Vasco;No detectadas;No detectadas;2021T4;""
16 País Vasco;No detectadas;No detectadas;2021T3;""
16 País Vasco;No detectadas;No detectadas;2021T2;""
16 País Vasco;No detectadas;No detectadas;2021T1;""
16 País Vasco;No detectadas;No detectadas;2020T4;""
16 País Vasco;No detectadas;No detectadas;2020T3;""
16 País Vasco;No detectadas;No detectadas;2020T2;""
16 País Vasco;No detectadas;No detectadas;2020T1;""
16 País Vasco;No detectadas;Altas;2022T4;""
16 País Vasco;No detectadas;Altas;2022T3;""
16 País Vasco;No detectadas;Altas;2022T2;""
16 País Vasco;No detectadas;Altas;2022T1;""
16 País Vasco;No detectadas;Altas;2021T4;""
16 País Vasco;No detectadas;Altas;2021T3;""
16 País Vasco;No detectadas;Altas;2021T2;""
16 País Vasco;No detectadas;Altas;2021T1;""
16 País Vasco;No detectadas;Altas;2020T4;""
16 País Vasco;No detectadas;Altas;2020T3;""
16 País Vasco;No detectadas;Altas;2020T2;""
16 País Vasco;No detectadas;Altas;2020T1;""
16 País Vasco;No detectadas;Permanencias;2022T4;""
16 País Vasco;No detectadas;Permanencias;2022T3;""
16 País Vasco;No detectadas;Permanencias;2022T2;""
16 País Vasco;No detectadas;Permanencias;2022T1;""
16 País Vasco;No detectadas;Permanencias;2021T4;""
16 País Vasco;No detectadas;Permanencias;2021T3;""
16 País Vasco;No detectadas;Permanencias;2021T2;""
16 País Vasco;No detectadas;Permanencias;2021T1;""
16 País Vasco;No detectadas;Permanencias;2020T4;""
16 País Vasco;No detectadas;Permanencias;2020T3;""
16 País Vasco;No detectadas;Permanencias;2020T2;""
16 País Vasco;No detectadas;Permanencias;2020T1;""
16 País Vasco;No detectadas;Reactivaciones;2022T4;""
16 País Vasco;No detectadas;Reactivaciones;2022T3;""
16 País Vasco;No detectadas;Reactivaciones;2022T2;""
16 País Vasco;No detectadas;Reactivaciones;2022T1;""
16 País Vasco;No detectadas;Reactivaciones;2021T4;""
16 País Vasco;No detectadas;Reactivaciones;2021T3;""
16 País Vasco;No detectadas;Reactivaciones;2021T2;""
16 País Vasco;No detectadas;Reactivaciones;2021T1;""
16 País Vasco;No detectadas;Reactivaciones;2020T4;""
16 País Vasco;No detectadas;Reactivaciones;2020T3;""
16 País Vasco;No detectadas;Reactivaciones;2020T2;""
16 País Vasco;No detectadas;Reactivaciones;2020T1;""
16 País Vasco;No detectadas;Bajas;2022T4;4.213
16 País Vasco;No detectadas;Bajas;2022T3;4.704
16 País Vasco;No detectadas;Bajas;2022T2;4.216
16 País Vasco;No detectadas;Bajas;2022T1;4.494
16 País Vasco;No detectadas;Bajas;2021T4;3.844
16 País Vasco;No detectadas;Bajas;2021T3;4.140
16 País Vasco;No detectadas;Bajas;2021T2;3.527
16 País Vasco;No detectadas;Bajas;2021T1;4.341
16 País Vasco;No detectadas;Bajas;2020T4;4.242
16 País Vasco;No detectadas;Bajas;2020T3;2.991
16 País Vasco;No detectadas;Bajas;2020T2;6.658
16 País Vasco;No detectadas;Bajas;2020T1;""
17 Rioja, La;Total;No detectadas;2022T4;540
17 Rioja, La;Total;No detectadas;2022T3;420
17 Rioja, La;Total;No detectadas;2022T2;597
17 Rioja, La;Total;No detectadas;2022T1;526
17 Rioja, La;Total;No detectadas;2021T4;562
17 Rioja, La;Total;No detectadas;2021T3;486
17 Rioja, La;Total;No detectadas;2021T2;574
17 Rioja, La;Total;No detectadas;2021T1;571
17 Rioja, La;Total;No detectadas;2020T4;533
17 Rioja, La;Total;No detectadas;2020T3;570
17 Rioja, La;Total;No detectadas;2020T2;319
17 Rioja, La;Total;No detectadas;2020T1;762
17 Rioja, La;Total;Altas;2022T4;420
17 Rioja, La;Total;Altas;2022T3;597
17 Rioja, La;Total;Altas;2022T2;526
17 Rioja, La;Total;Altas;2022T1;562
17 Rioja, La;Total;Altas;2021T4;486
17 Rioja, La;Total;Altas;2021T3;574
17 Rioja, La;Total;Altas;2021T2;571
17 Rioja, La;Total;Altas;2021T1;533
17 Rioja, La;Total;Altas;2020T4;570
17 Rioja, La;Total;Altas;2020T3;319
17 Rioja, La;Total;Altas;2020T2;762
17 Rioja, La;Total;Altas;2020T1;""
17 Rioja, La;Total;Permanencias;2022T4;20.207
17 Rioja, La;Total;Permanencias;2022T3;20.203
17 Rioja, La;Total;Permanencias;2022T2;20.264
17 Rioja, La;Total;Permanencias;2022T1;20.183
17 Rioja, La;Total;Permanencias;2021T4;20.367
17 Rioja, La;Total;Permanencias;2021T3;20.381
17 Rioja, La;Total;Permanencias;2021T2;20.371
17 Rioja, La;Total;Permanencias;2021T1;20.261
17 Rioja, La;Total;Permanencias;2020T4;20.339
17 Rioja, La;Total;Permanencias;2020T3;20.513
17 Rioja, La;Total;Permanencias;2020T2;20.202
17 Rioja, La;Total;Permanencias;2020T1;""
17 Rioja, La;Total;Reactivaciones;2022T4;52
17 Rioja, La;Total;Reactivaciones;2022T3;34
17 Rioja, La;Total;Reactivaciones;2022T2;61
17 Rioja, La;Total;Reactivaciones;2022T1;49
17 Rioja, La;Total;Reactivaciones;2021T4;50
17 Rioja, La;Total;Reactivaciones;2021T3;36
17 Rioja, La;Total;Reactivaciones;2021T2;54
17 Rioja, La;Total;Reactivaciones;2021T1;45
17 Rioja, La;Total;Reactivaciones;2020T4;39
17 Rioja, La;Total;Reactivaciones;2020T3;141
17 Rioja, La;Total;Reactivaciones;2020T2;""
17 Rioja, La;Total;Reactivaciones;2020T1;""
17 Rioja, La;Total;Bajas;2022T4;627
17 Rioja, La;Total;Bajas;2022T3;648
17 Rioja, La;Total;Bajas;2022T2;530
17 Rioja, La;Total;Bajas;2022T1;720
17 Rioja, La;Total;Bajas;2021T4;624
17 Rioja, La;Total;Bajas;2021T3;615
17 Rioja, La;Total;Bajas;2021T2;468
17 Rioja, La;Total;Bajas;2021T1;687
17 Rioja, La;Total;Bajas;2020T4;634
17 Rioja, La;Total;Bajas;2020T3;451
17 Rioja, La;Total;Bajas;2020T2;1.220
17 Rioja, La;Total;Bajas;2020T1;""
17 Rioja, La;Altas;No detectadas;2022T4;540
17 Rioja, La;Altas;No detectadas;2022T3;420
17 Rioja, La;Altas;No detectadas;2022T2;597
17 Rioja, La;Altas;No detectadas;2022T1;526
17 Rioja, La;Altas;No detectadas;2021T4;562
17 Rioja, La;Altas;No detectadas;2021T3;486
17 Rioja, La;Altas;No detectadas;2021T2;574
17 Rioja, La;Altas;No detectadas;2021T1;571
17 Rioja, La;Altas;No detectadas;2020T4;533
17 Rioja, La;Altas;No detectadas;2020T3;570
17 Rioja, La;Altas;No detectadas;2020T2;319
17 Rioja, La;Altas;No detectadas;2020T1;762
17 Rioja, La;Altas;Altas;2022T4;""
17 Rioja, La;Altas;Altas;2022T3;""
17 Rioja, La;Altas;Altas;2022T2;""
17 Rioja, La;Altas;Altas;2022T1;""
17 Rioja, La;Altas;Altas;2021T4;""
17 Rioja, La;Altas;Altas;2021T3;""
17 Rioja, La;Altas;Altas;2021T2;""
17 Rioja, La;Altas;Altas;2021T1;""
17 Rioja, La;Altas;Altas;2020T4;""
17 Rioja, La;Altas;Altas;2020T3;""
17 Rioja, La;Altas;Altas;2020T2;""
17 Rioja, La;Altas;Altas;2020T1;""
17 Rioja, La;Altas;Permanencias;2022T4;""
17 Rioja, La;Altas;Permanencias;2022T3;""
17 Rioja, La;Altas;Permanencias;2022T2;""
17 Rioja, La;Altas;Permanencias;2022T1;""
17 Rioja, La;Altas;Permanencias;2021T4;""
17 Rioja, La;Altas;Permanencias;2021T3;""
17 Rioja, La;Altas;Permanencias;2021T2;""
17 Rioja, La;Altas;Permanencias;2021T1;""
17 Rioja, La;Altas;Permanencias;2020T4;""
17 Rioja, La;Altas;Permanencias;2020T3;""
17 Rioja, La;Altas;Permanencias;2020T2;""
17 Rioja, La;Altas;Permanencias;2020T1;""
17 Rioja, La;Altas;Reactivaciones;2022T4;""
17 Rioja, La;Altas;Reactivaciones;2022T3;""
17 Rioja, La;Altas;Reactivaciones;2022T2;""
17 Rioja, La;Altas;Reactivaciones;2022T1;""
17 Rioja, La;Altas;Reactivaciones;2021T4;""
17 Rioja, La;Altas;Reactivaciones;2021T3;""
17 Rioja, La;Altas;Reactivaciones;2021T2;""
17 Rioja, La;Altas;Reactivaciones;2021T1;""
17 Rioja, La;Altas;Reactivaciones;2020T4;""
17 Rioja, La;Altas;Reactivaciones;2020T3;""
17 Rioja, La;Altas;Reactivaciones;2020T2;""
17 Rioja, La;Altas;Reactivaciones;2020T1;""
17 Rioja, La;Altas;Bajas;2022T4;""
17 Rioja, La;Altas;Bajas;2022T3;""
17 Rioja, La;Altas;Bajas;2022T2;""
17 Rioja, La;Altas;Bajas;2022T1;""
17 Rioja, La;Altas;Bajas;2021T4;""
17 Rioja, La;Altas;Bajas;2021T3;""
17 Rioja, La;Altas;Bajas;2021T2;""
17 Rioja, La;Altas;Bajas;2021T1;""
17 Rioja, La;Altas;Bajas;2020T4;""
17 Rioja, La;Altas;Bajas;2020T3;""
17 Rioja, La;Altas;Bajas;2020T2;""
17 Rioja, La;Altas;Bajas;2020T1;""
17 Rioja, La;Permanencias;No detectadas;2022T4;""
17 Rioja, La;Permanencias;No detectadas;2022T3;""
17 Rioja, La;Permanencias;No detectadas;2022T2;""
17 Rioja, La;Permanencias;No detectadas;2022T1;""
17 Rioja, La;Permanencias;No detectadas;2021T4;""
17 Rioja, La;Permanencias;No detectadas;2021T3;""
17 Rioja, La;Permanencias;No detectadas;2021T2;""
17 Rioja, La;Permanencias;No detectadas;2021T1;""
17 Rioja, La;Permanencias;No detectadas;2020T4;""
17 Rioja, La;Permanencias;No detectadas;2020T3;""
17 Rioja, La;Permanencias;No detectadas;2020T2;""
17 Rioja, La;Permanencias;No detectadas;2020T1;""
17 Rioja, La;Permanencias;Altas;2022T4;365
17 Rioja, La;Permanencias;Altas;2022T3;499
17 Rioja, La;Permanencias;Altas;2022T2;460
17 Rioja, La;Permanencias;Altas;2022T1;515
17 Rioja, La;Permanencias;Altas;2021T4;426
17 Rioja, La;Permanencias;Altas;2021T3;488
17 Rioja, La;Permanencias;Altas;2021T2;497
17 Rioja, La;Permanencias;Altas;2021T1;483
17 Rioja, La;Permanencias;Altas;2020T4;480
17 Rioja, La;Permanencias;Altas;2020T3;257
17 Rioja, La;Permanencias;Altas;2020T2;715
17 Rioja, La;Permanencias;Altas;2020T1;""
17 Rioja, La;Permanencias;Permanencias;2022T4;19.443
17 Rioja, La;Permanencias;Permanencias;2022T3;19.685
17 Rioja, La;Permanencias;Permanencias;2022T2;19.692
17 Rioja, La;Permanencias;Permanencias;2022T1;19.705
17 Rioja, La;Permanencias;Permanencias;2021T4;19.716
17 Rioja, La;Permanencias;Permanencias;2021T3;19.850
17 Rioja, La;Permanencias;Permanencias;2021T2;19.841
17 Rioja, La;Permanencias;Permanencias;2021T1;19.851
17 Rioja, La;Permanencias;Permanencias;2020T4;19.749
17 Rioja, La;Permanencias;Permanencias;2020T3;19.955
17 Rioja, La;Permanencias;Permanencias;2020T2;19.798
17 Rioja, La;Permanencias;Permanencias;2020T1;""
17 Rioja, La;Permanencias;Reactivaciones;2022T4;40
17 Rioja, La;Permanencias;Reactivaciones;2022T3;23
17 Rioja, La;Permanencias;Reactivaciones;2022T2;51
17 Rioja, La;Permanencias;Reactivaciones;2022T1;44
17 Rioja, La;Permanencias;Reactivaciones;2021T4;41
17 Rioja, La;Permanencias;Reactivaciones;2021T3;29
17 Rioja, La;Permanencias;Reactivaciones;2021T2;43
17 Rioja, La;Permanencias;Reactivaciones;2021T1;37
17 Rioja, La;Permanencias;Reactivaciones;2020T4;32
17 Rioja, La;Permanencias;Reactivaciones;2020T3;127
17 Rioja, La;Permanencias;Reactivaciones;2020T2;""
17 Rioja, La;Permanencias;Reactivaciones;2020T1;""
17 Rioja, La;Permanencias;Bajas;2022T4;""
17 Rioja, La;Permanencias;Bajas;2022T3;""
17 Rioja, La;Permanencias;Bajas;2022T2;""
17 Rioja, La;Permanencias;Bajas;2022T1;""
17 Rioja, La;Permanencias;Bajas;2021T4;""
17 Rioja, La;Permanencias;Bajas;2021T3;""
17 Rioja, La;Permanencias;Bajas;2021T2;""
17 Rioja, La;Permanencias;Bajas;2021T1;""
17 Rioja, La;Permanencias;Bajas;2020T4;""
17 Rioja, La;Permanencias;Bajas;2020T3;""
17 Rioja, La;Permanencias;Bajas;2020T2;""
17 Rioja, La;Permanencias;Bajas;2020T1;""
17 Rioja, La;Reactivaciones;No detectadas;2022T4;""
17 Rioja, La;Reactivaciones;No detectadas;2022T3;""
17 Rioja, La;Reactivaciones;No detectadas;2022T2;""
17 Rioja, La;Reactivaciones;No detectadas;2022T1;""
17 Rioja, La;Reactivaciones;No detectadas;2021T4;""
17 Rioja, La;Reactivaciones;No detectadas;2021T3;""
17 Rioja, La;Reactivaciones;No detectadas;2021T2;""
17 Rioja, La;Reactivaciones;No detectadas;2021T1;""
17 Rioja, La;Reactivaciones;No detectadas;2020T4;""
17 Rioja, La;Reactivaciones;No detectadas;2020T3;""
17 Rioja, La;Reactivaciones;No detectadas;2020T2;""
17 Rioja, La;Reactivaciones;No detectadas;2020T1;""
17 Rioja, La;Reactivaciones;Altas;2022T4;""
17 Rioja, La;Reactivaciones;Altas;2022T3;""
17 Rioja, La;Reactivaciones;Altas;2022T2;""
17 Rioja, La;Reactivaciones;Altas;2022T1;""
17 Rioja, La;Reactivaciones;Altas;2021T4;""
17 Rioja, La;Reactivaciones;Altas;2021T3;""
17 Rioja, La;Reactivaciones;Altas;2021T2;""
17 Rioja, La;Reactivaciones;Altas;2021T1;""
17 Rioja, La;Reactivaciones;Altas;2020T4;""
17 Rioja, La;Reactivaciones;Altas;2020T3;""
17 Rioja, La;Reactivaciones;Altas;2020T2;""
17 Rioja, La;Reactivaciones;Altas;2020T1;""
17 Rioja, La;Reactivaciones;Permanencias;2022T4;""
17 Rioja, La;Reactivaciones;Permanencias;2022T3;""
17 Rioja, La;Reactivaciones;Permanencias;2022T2;""
17 Rioja, La;Reactivaciones;Permanencias;2022T1;""
17 Rioja, La;Reactivaciones;Permanencias;2021T4;""
17 Rioja, La;Reactivaciones;Permanencias;2021T3;""
17 Rioja, La;Reactivaciones;Permanencias;2021T2;""
17 Rioja, La;Reactivaciones;Permanencias;2021T1;""
17 Rioja, La;Reactivaciones;Permanencias;2020T4;""
17 Rioja, La;Reactivaciones;Permanencias;2020T3;""
17 Rioja, La;Reactivaciones;Permanencias;2020T2;""
17 Rioja, La;Reactivaciones;Permanencias;2020T1;""
17 Rioja, La;Reactivaciones;Reactivaciones;2022T4;""
17 Rioja, La;Reactivaciones;Reactivaciones;2022T3;""
17 Rioja, La;Reactivaciones;Reactivaciones;2022T2;""
17 Rioja, La;Reactivaciones;Reactivaciones;2022T1;""
17 Rioja, La;Reactivaciones;Reactivaciones;2021T4;""
17 Rioja, La;Reactivaciones;Reactivaciones;2021T3;""
17 Rioja, La;Reactivaciones;Reactivaciones;2021T2;""
17 Rioja, La;Reactivaciones;Reactivaciones;2021T1;""
17 Rioja, La;Reactivaciones;Reactivaciones;2020T4;""
17 Rioja, La;Reactivaciones;Reactivaciones;2020T3;""
17 Rioja, La;Reactivaciones;Reactivaciones;2020T2;""
17 Rioja, La;Reactivaciones;Reactivaciones;2020T1;""
17 Rioja, La;Reactivaciones;Bajas;2022T4;35
17 Rioja, La;Reactivaciones;Bajas;2022T3;52
17 Rioja, La;Reactivaciones;Bajas;2022T2;34
17 Rioja, La;Reactivaciones;Bajas;2022T1;61
17 Rioja, La;Reactivaciones;Bajas;2021T4;49
17 Rioja, La;Reactivaciones;Bajas;2021T3;50
17 Rioja, La;Reactivaciones;Bajas;2021T2;36
17 Rioja, La;Reactivaciones;Bajas;2021T1;54
17 Rioja, La;Reactivaciones;Bajas;2020T4;45
17 Rioja, La;Reactivaciones;Bajas;2020T3;39
17 Rioja, La;Reactivaciones;Bajas;2020T2;141
17 Rioja, La;Reactivaciones;Bajas;2020T1;""
17 Rioja, La;Bajas;No detectadas;2022T4;""
17 Rioja, La;Bajas;No detectadas;2022T3;""
17 Rioja, La;Bajas;No detectadas;2022T2;""
17 Rioja, La;Bajas;No detectadas;2022T1;""
17 Rioja, La;Bajas;No detectadas;2021T4;""
17 Rioja, La;Bajas;No detectadas;2021T3;""
17 Rioja, La;Bajas;No detectadas;2021T2;""
17 Rioja, La;Bajas;No detectadas;2021T1;""
17 Rioja, La;Bajas;No detectadas;2020T4;""
17 Rioja, La;Bajas;No detectadas;2020T3;""
17 Rioja, La;Bajas;No detectadas;2020T2;""
17 Rioja, La;Bajas;No detectadas;2020T1;""
17 Rioja, La;Bajas;Altas;2022T4;55
17 Rioja, La;Bajas;Altas;2022T3;98
17 Rioja, La;Bajas;Altas;2022T2;66
17 Rioja, La;Bajas;Altas;2022T1;47
17 Rioja, La;Bajas;Altas;2021T4;60
17 Rioja, La;Bajas;Altas;2021T3;86
17 Rioja, La;Bajas;Altas;2021T2;74
17 Rioja, La;Bajas;Altas;2021T1;50
17 Rioja, La;Bajas;Altas;2020T4;90
17 Rioja, La;Bajas;Altas;2020T3;62
17 Rioja, La;Bajas;Altas;2020T2;47
17 Rioja, La;Bajas;Altas;2020T1;""
17 Rioja, La;Bajas;Permanencias;2022T4;764
17 Rioja, La;Bajas;Permanencias;2022T3;518
17 Rioja, La;Bajas;Permanencias;2022T2;572
17 Rioja, La;Bajas;Permanencias;2022T1;478
17 Rioja, La;Bajas;Permanencias;2021T4;651
17 Rioja, La;Bajas;Permanencias;2021T3;531
17 Rioja, La;Bajas;Permanencias;2021T2;530
17 Rioja, La;Bajas;Permanencias;2021T1;410
17 Rioja, La;Bajas;Permanencias;2020T4;590
17 Rioja, La;Bajas;Permanencias;2020T3;558
17 Rioja, La;Bajas;Permanencias;2020T2;404
17 Rioja, La;Bajas;Permanencias;2020T1;""
17 Rioja, La;Bajas;Reactivaciones;2022T4;12
17 Rioja, La;Bajas;Reactivaciones;2022T3;11
17 Rioja, La;Bajas;Reactivaciones;2022T2;10
17 Rioja, La;Bajas;Reactivaciones;2022T1;5
17 Rioja, La;Bajas;Reactivaciones;2021T4;9
17 Rioja, La;Bajas;Reactivaciones;2021T3;7
17 Rioja, La;Bajas;Reactivaciones;2021T2;11
17 Rioja, La;Bajas;Reactivaciones;2021T1;8
17 Rioja, La;Bajas;Reactivaciones;2020T4;7
17 Rioja, La;Bajas;Reactivaciones;2020T3;14
17 Rioja, La;Bajas;Reactivaciones;2020T2;""
